Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
GFSA.SLS05G06Z616114K,2009.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Depreciation,
GFSA.SLS05G06Z616114K,2010.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Depreciation,
GFSA.SLS05G06Z616114K,2011.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Depreciation,
GFSA.SLS05G06Z616114K,2012.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Depreciation,
GFSA.SLS05G06Z616114K,2013.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Depreciation,
GFSA.SLS05G06Z616114K,2014.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Depreciation,
GFSA.SLS05G06Z616114K,2015.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Depreciation,
GFSA.SLS05G06Z616114K,2016.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Depreciation,
GFSA.SLS05G06Z616114K,2017.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Depreciation,
GFSA.SLS05G06Z616114K,2018.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Depreciation,
GFSA.SLS05G06Z616114K,2019.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Depreciation,
GFSA.SLS05G06Z616114K,2020.06,0,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Depreciation,
GFSA.SLS05G06Z616114O,2009.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Other economic flows,
GFSA.SLS05G06Z616114O,2010.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Other economic flows,
GFSA.SLS05G06Z616114O,2011.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Other economic flows,
GFSA.SLS05G06Z616114O,2012.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Other economic flows,
GFSA.SLS05G06Z616114O,2013.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Other economic flows,
GFSA.SLS05G06Z616114O,2014.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Other economic flows,
GFSA.SLS05G06Z616114O,2015.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Other economic flows,
GFSA.SLS05G06Z616114O,2016.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Other economic flows,
GFSA.SLS05G06Z616114O,2017.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Other economic flows,
GFSA.SLS05G06Z616114O,2018.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Other economic flows,
GFSA.SLS05G06Z616114O,2019.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Other economic flows,
GFSA.SLS05G06Z616114O,2020.06,0,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Other economic flows,
GFSA.SLS05G06Z616114Z,2008.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Total,
GFSA.SLS05G06Z616114Z,2009.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Total,
GFSA.SLS05G06Z616114Z,2010.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Total,
GFSA.SLS05G06Z616114Z,2011.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Total,
GFSA.SLS05G06Z616114Z,2012.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Total,
GFSA.SLS05G06Z616114Z,2013.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Total,
GFSA.SLS05G06Z616114Z,2014.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Total,
GFSA.SLS05G06Z616114Z,2015.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Total,
GFSA.SLS05G06Z616114Z,2016.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Total,
GFSA.SLS05G06Z616114Z,2017.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Total,
GFSA.SLS05G06Z616114Z,2018.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Total,
GFSA.SLS05G06Z616114Z,2019.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Total,
GFSA.SLS05G06Z616114Z,2020.06,0,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Fixed Assets",Non-financial assets,Fixed assets,Weapons systems,Total,
GFSA.SLS05G07Z616141A,2009.06,386,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Additions,
GFSA.SLS05G07Z616141A,2010.06,272,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Additions,
GFSA.SLS05G07Z616141A,2011.06,238,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Additions,
GFSA.SLS05G07Z616141A,2012.06,314,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Additions,
GFSA.SLS05G07Z616141A,2013.06,675,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Additions,
GFSA.SLS05G07Z616141A,2014.06,305,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Additions,
GFSA.SLS05G07Z616141A,2015.06,393,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Additions,
GFSA.SLS05G07Z616141A,2016.06,428,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Additions,
GFSA.SLS05G07Z616141A,2017.06,402,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Additions,
GFSA.SLS05G07Z616141A,2018.06,665,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Additions,
GFSA.SLS05G07Z616141A,2019.06,1377,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Additions,
GFSA.SLS05G07Z616141A,2020.06,614,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Additions,
GFSA.SLS05G07Z616141D,2009.06,32,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Disposals,
GFSA.SLS05G07Z616141D,2010.06,52,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Disposals,
GFSA.SLS05G07Z616141D,2011.06,68,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Disposals,
GFSA.SLS05G07Z616141D,2012.06,199,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Disposals,
GFSA.SLS05G07Z616141D,2013.06,81,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Disposals,
GFSA.SLS05G07Z616141D,2014.06,70,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Disposals,
GFSA.SLS05G07Z616141D,2015.06,115,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Disposals,
GFSA.SLS05G07Z616141D,2016.06,305,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Disposals,
GFSA.SLS05G07Z616141D,2017.06,227,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Disposals,
GFSA.SLS05G07Z616141D,2018.06,207,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Disposals,
GFSA.SLS05G07Z616141D,2019.06,163,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Disposals,
GFSA.SLS05G07Z616141D,2020.06,186,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Disposals,
GFSA.SLS05G07Z616141K,2009.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Depreciation,
GFSA.SLS05G07Z616141K,2010.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Depreciation,
GFSA.SLS05G07Z616141K,2011.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Depreciation,
GFSA.SLS05G07Z616141K,2012.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Depreciation,
GFSA.SLS05G07Z616141K,2013.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Depreciation,
GFSA.SLS05G07Z616141K,2014.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Depreciation,
GFSA.SLS05G07Z616141K,2015.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Depreciation,
GFSA.SLS05G07Z616141K,2016.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Depreciation,
GFSA.SLS05G07Z616141K,2017.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Depreciation,
GFSA.SLS05G07Z616141K,2018.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Depreciation,
GFSA.SLS05G07Z616141K,2019.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Depreciation,
GFSA.SLS05G07Z616141K,2020.06,0,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Depreciation,
GFSA.SLS05G07Z616141O,2009.06,718,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Other economic flows,
GFSA.SLS05G07Z616141O,2010.06,748,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Other economic flows,
GFSA.SLS05G07Z616141O,2011.06,2490,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Other economic flows,
GFSA.SLS05G07Z616141O,2012.06,-619,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Other economic flows,
GFSA.SLS05G07Z616141O,2013.06,-640,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Other economic flows,
GFSA.SLS05G07Z616141O,2014.06,1644,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Other economic flows,
GFSA.SLS05G07Z616141O,2015.06,752,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Other economic flows,
GFSA.SLS05G07Z616141O,2016.06,1429,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Other economic flows,
GFSA.SLS05G07Z616141O,2017.06,873,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Other economic flows,
GFSA.SLS05G07Z616141O,2018.06,1573,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Other economic flows,
GFSA.SLS05G07Z616141O,2019.06,13,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Other economic flows,
GFSA.SLS05G07Z616141O,2020.06,764,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Other economic flows,
GFSA.SLS05G07Z616141Z,2008.06,23613,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2009.06,24684,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2010.06,25652,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2011.06,28312,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2012.06,27807,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2013.06,27761,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2014.06,29640,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2015.06,30670,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2016.06,32222,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2017.06,33269,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2018.06,35302,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2019.06,36528,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616141Z,2020.06,37720,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Land,Total,
GFSA.SLS05G07Z616144A,2009.06,13,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Additions,
GFSA.SLS05G07Z616144A,2010.06,6,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Additions,
GFSA.SLS05G07Z616144A,2011.06,11,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Additions,
GFSA.SLS05G07Z616144A,2012.06,24,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Additions,
GFSA.SLS05G07Z616144A,2013.06,22,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Additions,
GFSA.SLS05G07Z616144A,2014.06,48,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Additions,
GFSA.SLS05G07Z616144A,2015.06,13,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Additions,
GFSA.SLS05G07Z616144A,2016.06,15,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Additions,
GFSA.SLS05G07Z616144A,2017.06,26,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Additions,
GFSA.SLS05G07Z616144A,2018.06,32,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Additions,
GFSA.SLS05G07Z616144A,2019.06,11,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Additions,
GFSA.SLS05G07Z616144A,2020.06,13,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Additions,
GFSA.SLS05G07Z616144D,2009.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Disposals,
GFSA.SLS05G07Z616144D,2010.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Disposals,
GFSA.SLS05G07Z616144D,2011.06,1,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Disposals,
GFSA.SLS05G07Z616144D,2012.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Disposals,
GFSA.SLS05G07Z616144D,2013.06,16,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Disposals,
GFSA.SLS05G07Z616144D,2014.06,2,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Disposals,
GFSA.SLS05G07Z616144D,2015.06,0,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Disposals,
GFSA.SLS05G07Z616144D,2016.06,1,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Disposals,
GFSA.SLS05G07Z616144D,2017.06,7,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Disposals,
GFSA.SLS05G07Z616144D,2018.06,1,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Disposals,
GFSA.SLS05G07Z616144D,2019.06,3,REVISED,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Disposals,
GFSA.SLS05G07Z616144D,2020.06,4,PROVISIONAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Disposals,
GFSA.SLS05G07Z616144K,2009.06,5,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Depreciation,
GFSA.SLS05G07Z616144K,2010.06,8,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Depreciation,
GFSA.SLS05G07Z616144K,2011.06,7,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Depreciation,
GFSA.SLS05G07Z616144K,2012.06,5,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Depreciation,
GFSA.SLS05G07Z616144K,2013.06,14,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Depreciation,
GFSA.SLS05G07Z616144K,2014.06,11,FINAL,Dollars,6,Government Financial Statistics - GFS,"Local Government, Non-financial Assets Reconciliation, Non-produced Assets",Non-financial assets,Non-produced assets,Intangible non-produced assets,Depreciation,
